id,value
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {NARIZ BOCA Y FARINGE} Grupo: {PROCEDIMIENTOS EN NARIZ} SubGrupo: {REDUCCION},144
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {NARIZ BOCA Y FARINGE} Grupo: {PROCEDIMIENTOS EN NARIZ} SubGrupo: {RESECCION - ESCISION},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {NARIZ BOCA Y FARINGE} Grupo: {PROCEDIMIENTOS EN NARIZ} SubGrupo: {RESECCION - ESCISION - ABLACION},72
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {NARIZ BOCA Y FARINGE} Grupo: {PROCEDIMIENTOS EN NARIZ} SubGrupo: {TURBINECTOMIA},13
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {NARIZ BOCA Y FARINGE} Grupo: {PROCEDIMIENTOS EN SENOS PARANASALES} SubGrupo: {PUNCION DE SENO MAXILAR},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {OTROS PROCEDIMIENTOS EN EL OРIDO MEDIO Y EL OРIDO INTERNO} SubGrupo: {INCISION DE MASTOIDES Y OРIDO MEDIO},22
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {OTROS PROCEDIMIENTOS EN EL OРIDO MEDIO Y EL OРIDO INTERNO} SubGrupo: {MASTOIDECTOMРIAS},18
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {OTROS PROCEDIMIENTOS EN EL OРIDO MEDIO Y EL OРIDO INTERNO} SubGrupo: {OTROS PROCEDIMIENTOS EN OРIDO MEDIO E INTERNO},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {OTROS PROCEDIMIENTOS EN EL OРIDO MEDIO Y EL OРIDO INTERNO} SubGrupo: {RESECCION DE TUMOR GLOMICO},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {OTROS PROCEDIMIENTOS EN EL OРIDO MEDIO Y EL OРIDO INTERNO} SubGrupo: {TIMPANOTOMРIA},480
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS EN OРIDO EXTERNO} SubGrupo: {CORRECCION QUIRURGICA DE PABELLON AURICULAR PROMINENTE},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS EN OРIDO EXTERNO} SubGrupo: {ESCISION DE TEJIDO O ABLACION DE LESION DE OРIDO EXTERNO},23
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS EN OРIDO EXTERNO} SubGrupo: {INCISION DE OРIDO EXTERNO},62
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS EN OРIDO EXTERNO} SubGrupo: {OTRA ESCISION DEL OРIDO EXTERNO},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS EN OРIDO EXTERNO} SubGrupo: {OTRA REPARACION DEL OРIDO EXTERNO},5
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS EN OРIDO EXTERNO} SubGrupo: {SUTURA DE LACERACION DE OРIDO EXTERNO},7
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS RECONSTRUCTIVOS EN OРIDO MEDIO} SubGrupo: {ESTAPEDECTOMIA O ESTAPEDOTOMIA CON COLOCACION DE PROTESIS SOD},16
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA AUDITIVO} Grupo: {PROCEDIMIENTOS RECONSTRUCTIVOS EN OРIDO MEDIO} SubGrupo: {TIMPANOPLASTIA},37
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {OTROS PROCEDIMIENTOS EN VASOS SANGUРINEOS} SubGrupo: {EXPLORACION DE VASOS SANGUРINEOS},64
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {OTROS PROCEDIMIENTOS EN VASOS SANGUРINEOS} SubGrupo: {OTRA REPARACION O RECONSTRUCCION DE VASOS SANGUРINEOS},97
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {OTROS PROCEDIMIENTOS EN VASOS SANGUРINEOS} SubGrupo: {OTROS PROCEDIMIENTOS EN LOS VASOS SANGUРINEOS},2890
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {OTROS PROCEDIMIENTOS EN VASOS SANGUРINEOS} SubGrupo: {PROCEDIMIENTOS EN CUERPO CAROTРIDEO Y OTROS CUERPOS VASCULARES},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {OTROS PROCEDIMIENTOS EN VASOS SANGUРINEOS} SubGrupo: {RECONSTRUCCION ANASTOMOSIS O DERIVACION O PUENTES DE VASOS NO CORONARIOS},37
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {OTROS PROCEDIMIENTOS EN VASOS SANGUРINEOS} SubGrupo: {SUTURA DE VASO SANGUРINEO},25
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {IMPLANTACION DE SISTEMA DE ASISTENCIA CARDРIACA},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {INSERCION REVISION ELECTRODO},36
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {INSERCION (IMPLANTACION) REVISION SUSTITUCION O ELIMINACION DE DISPOSITIVO DE ESTIMULACION CARDРIACA O REVISION DE BOLSILLO},230
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {OTROS PROCEDIMIENTOS EN CORAZON Y PERICARDIO},15
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {PERICARDIECTOMРIA Y ESCISION DE LESION DE CORAZON},44
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN CORAZON Y PERICARDIO},69
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {PROCEDIMIENTOS EN EL PERICARDIO},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {REPARACION DE CORAZON Y PERICARDIO},40
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN CORAZON Y PERICARDIO} SubGrupo: {TRASPLANTE DE CORAZON},14
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS CARDРIACOS (CORONARIAS)} SubGrupo: {ABLACION O ELIMINACION DE OBSTRUCCION DE ARTERIA CON O SIN IMPLANTE DE DISPOSITIVO},236
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS CARDРIACOS (CORONARIAS)} SubGrupo: {ANASTOMOSIS PARA REVASCULARIZACION MIOCARDICA},44
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS CARDРIACOS (CORONARIAS)} SubGrupo: {OTRA REVASCULARIZACION CARDРIACA},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS CARDРIACOS (CORONARIAS)} SubGrupo: {REVASCULARIZACION CARDРIACA},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {ENDARTERECTOMIA},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {INTERRUPCION O PLICATURA DE VENA CAVA},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {LIGADURA Y ESCISION DE VENAS VARICOSAS},156
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {OCLUSION PINZAMIENTO O LIGADURA DE VASOS SANGUРINEOS},156
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {OTRA ESCISION DE VASOS SANGUРINEOS},34
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {PUNCION DE VASO},880
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {RESECCION DE VASO CON ANASTOMOSIS},61
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {RESECCION DE VASO CON SUSTITUCION},34
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VASOS SANGUРINEOS (INCISION ESCISION Y OCLUSION)} SubGrupo: {TROMBOEMBOLECTOMРIA},100
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {COMISUROTOMIA O VALVULOTOMIA},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {PROCEDIMIENTOS EN ESOFAGO} SubGrupo: {ESOFAGOTOMРIA},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {OTROS PROCEDIMIENTOS EN VALVULAS Y TABIQUES CARDРIACOS},7
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {REEMPLAZOS DE VALVULAS CARDРIACAS},61
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {REPARACION DE TABIQUES INTERAURРICULAR E INTERVENTRICULAR},18
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {REPARACION DE TABIQUES INTERAURРICULAR E INTERVENTRICULAR CON INJERTO DE TEJIDO},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {REPARACION TOTAL DE ANOMALРIAS CARDРIACAS CONGENITAS},6
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA CIRCULATORIO} Grupo: {PROCEDIMIENTOS EN VALVULAS DEL CORAZON} SubGrupo: {VALVULOTOMРIAS O VALVULOPLASTIAS CARDРIACAS QUIRURGICAS},20
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {OTRA REPARACION DE ESTOMAGO},44
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {OTROS PROCEDIMIENTOS EN ESTOMAGO},3
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {PILOROPLASTIA},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {PROCEDIMIENTOS DIAGNOSTICOS EN EL ESTOMAGO},224
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {REVISION DE ANASTOMOSIS GASTRICA},2
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {SUTURA DE РЄLCERA PERFORADA CON O SIN VAGOTOMРIA},17
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTRAS PROCEDIMIENTOS EN EL ESTOMAGO} SubGrupo: {VAGOTOMРIA},1
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {DRENAJE DE ABDOMEN},68
Seccion:{PROCEDIMIENTOS QUIRURGICOS} Capitulo: {SISTEMA DIGESTIVO} Grupo: {OTROS PROCEDIMIENTOS EN ABDOMEN} SubGrupo: {LAPAROTOMРIA},475
